Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Muslims and Austro-European Values,"Islam, Religions, and Pluralism in Europe",,,,10.1007/978-3-658-12962-0_11,Minela Salkic Joldo,2016,https://link.springer.com/chapter/10.1007/978-3-658-12962-0_11,Chapter
Common jQuery Actions and Methods,Pro PHP and jQuery,,,,10.1007/978-1-4842-1230-1_2,Jason LengstorfKeith Wald,2016,https://link.springer.com/chapter/10.1007/978-1-4842-1230-1_2,Chapter
Bacillus-Mediated-Induced Systemic Resistance (ISR) Against Fusarium Corm Rot,Microbial-mediated Induced Systemic Resistance in Plants,,,,10.1007/978-981-10-0388-2_2,Shanu MagotraDeepika TrakrooSneha GanjooJyoti Vakhlu,2016,https://link.springer.com/chapter/10.1007/978-981-10-0388-2_2,Chapter
“Building the Dream”: The Making of the King Memorial,"King Returns to Washington: Explorations of Memory, Rhetoric, and Politics in the Martin Luther King, Jr. National Memorial",,,,10.1057/9781137589149_2,Jefferson Walker,2016,https://link.springer.com/chapter/10.1057/9781137589149_2,Chapter
Gottfried Huppertz’s Metropolis: The Acme of ‘Cinema Music’,Today’s Sounds for Yesterday’s Films,,,,10.1057/9781137466365_4,Emilio Audissino,2016,https://link.springer.com/chapter/10.1057/9781137466365_4,Chapter
The European Emissions Trading Scheme (EU-ETS),Drivers of Energy Transition,,,,10.1007/978-3-658-17691-4_8,Wolfgang Gründinger,2017,https://link.springer.com/chapter/10.1007/978-3-658-17691-4_8,Chapter
"Stead, Russia, and Titanic","Bernard Shaw, W. T. Stead, and the New Journalism",,,,10.1007/978-3-319-49007-6_4,Nelson O’Ceallaigh Ritschel,2017,https://link.springer.com/chapter/10.1007/978-3-319-49007-6_4,Chapter
Communion Ecclesiology,Pathways for Ecclesial Dialogue in the Twenty-First Century,,,,10.1007/978-1-137-57112-0_3,Dennis M. Doyle,2016,https://link.springer.com/chapter/10.1007/978-1-137-57112-0_3,Chapter
Why Subnational Actors Matter: The Role of Länder and Municipalities in the German Energy Transition,Germany's Energy Transition,,,,10.1057/978-1-137-44288-8_2,Philipp SchönbergerDanyel Reiche,2016,https://link.springer.com/chapter/10.1057/978-1-137-44288-8_2,Chapter
Comparing Policy Designs in Water Protection: Micropollutants Policies in the Rhine River Riparian States,From Network Structure to Policy Design in Water Protection,,,,10.1007/978-3-319-55693-2_2,Florence Metz,2017,https://link.springer.com/chapter/10.1007/978-3-319-55693-2_2,Chapter
Burgenland Croatian: An Old Language on a Do-it-Yourself Border with a New Name,"The Palgrave Handbook of Slavic Languages, Identities and Borders",,,,10.1007/978-1-137-34839-5_17,E. Browne,2016,https://link.springer.com/chapter/10.1007/978-1-137-34839-5_17,Chapter
"The UN, Energy and the Sustainable Development Goals",The Palgrave Handbook of the International Political Economy of Energy,,,,10.1057/978-1-137-55631-8_5,Sylvia I. Karlsson-Vinkhuyzen,2016,https://link.springer.com/chapter/10.1057/978-1-137-55631-8_5,Chapter
Enemy of the State: Framing the Political Assassin,Screening the Tortured Body,,,,10.1057/978-1-137-39918-2_14,Shane O’Sullivan,2016,https://link.springer.com/chapter/10.1057/978-1-137-39918-2_14,Chapter
Wasting Your Money Wasting Food,Biting the Hands that Feed Us,,,,10.5822/978-1-61091-676-9_4,Baylen J. Linnekin,2016,https://link.springer.com/chapter/10.5822/978-1-61091-676-9_4,Chapter
Hope and Possibilities with/in Car(e) Pedagogies,"Youth Work, Early Education, and Psychology",,,,10.1057/9781137480040_7,B. Denise Hodgins,2016,https://link.springer.com/chapter/10.1057/9781137480040_7,Chapter
Extremely Brown and Incredibly Ignored,(Re)mapping the Latina/o Literary Landscape,,,,10.1057/978-1-349-94901-4_14,Alex Espinoza,2016,https://link.springer.com/chapter/10.1057/978-1-349-94901-4_14,Chapter
Organ Shortage as a Structural Problem in Transplantation Medicine,Organ Transplantation in Times of Donor Shortage,,,,10.1007/978-3-319-16441-0_12,Alexandra Manzei,2016,https://link.springer.com/chapter/10.1007/978-3-319-16441-0_12,Chapter
A Fashionable Curiosity: Claudius Ptolemy’s ‘Desire for Knowledge’ in Literary Context,Cultures of Mathematics and Logic,,,,10.1007/978-3-319-31502-7_5,Johannes Wietzke,2016,https://link.springer.com/chapter/10.1007/978-3-319-31502-7_5,Conference paper
A Semi-Automatic Word-Level Annotation and Transcription Tool for Spelling Error Categories,HCI International 2015 - Posters’ Extended Abstracts,,,,10.1007/978-3-319-21380-4_100,L. LinhuberS. StükerR. LavalleyK. Berkling,2015,https://link.springer.com/chapter/10.1007/978-3-319-21380-4_100,Conference paper
Corporate Mobility: When and Why Does it Become a Burden?,Sustainable Mobility in Metropolitan Regions,,,,10.1007/978-3-658-14428-9_5,Katrin Roller,2016,https://link.springer.com/chapter/10.1007/978-3-658-14428-9_5,Chapter
Korean Diaspora and Capitalist Modernization in the United States and Japan,Self-Referentiality of Cognition and (De)Formation of Ethnic Boundaries,,,,10.1007/978-981-10-5505-8_4,Oleg Pakhomov,2017,https://link.springer.com/chapter/10.1007/978-981-10-5505-8_4,Chapter
Interreligious Dialogue in a Polarized World,Pathways for Interreligious Dialogue in the Twenty-First Century,,,,10.1057/9781137507303_3,Richard Penaskovic,2016,https://link.springer.com/chapter/10.1057/9781137507303_3,Chapter
Remembering Zyzz: Distributed Memories on Distributed Networks,Memory in a Mediated World,,,,10.1057/9781137470126_16,Bjorn NansenMichael ArnoldMartin GibbsTamara KohnJames Meese,2016,https://link.springer.com/chapter/10.1057/9781137470126_16,Chapter
Statistical Properties of Pseudo Random Sequences and Experiments with PHP and Debian OpenSSL,Computer Security - ESORICS 2014,,,,10.1007/978-3-319-11203-9_26,Yongge WangTony Nicol,2014,https://link.springer.com/chapter/10.1007/978-3-319-11203-9_26,Conference paper
Energy and Justice,Our Renewable Future,,,,10.5822/978-1-61091-780-3_9,Richard HeinbergDavid Fridley,2016,https://link.springer.com/chapter/10.5822/978-1-61091-780-3_9,Chapter
Promotion,Vintage Marketing Differentiation,,,,10.1057/978-1-137-38721-9_4,Robert L. WilliamsHelena A. Williams,2017,https://link.springer.com/chapter/10.1057/978-1-137-38721-9_4,Chapter
"Welsh Heritage for Teenagers: Alan Garner, Jenny Nimmo, Catherine Fisher",Celtic Myth in Contemporary Children’s Fantasy,,,,10.1057/978-1-137-55282-2_5,Dimitra Fimi,2017,https://link.springer.com/chapter/10.1057/978-1-137-55282-2_5,Chapter
Validity of Survey Data of Students with Special Educational Needs— Results From the National Educational Panel Study,Methodological Issues of Longitudinal Surveys,,,,10.1007/978-3-658-11994-2_15,Lena NusserJana Heydrich,2016,https://link.springer.com/chapter/10.1007/978-3-658-11994-2_15,Chapter
The Realms of Necessity and of Utility,The Wandering Thought of Hannah Arendt,,,,10.1057/978-1-137-48215-0_3,Hans-Jörg Sigwart,2016,https://link.springer.com/chapter/10.1057/978-1-137-48215-0_3,Chapter
Exploiting Vulnerabilities,From Hacking to Report Writing,,,,10.1007/978-1-4842-2283-6_7,Robert Svensson,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2283-6_7,Chapter
The Firearms Industry: Guns as a Business,Confronting Gun Violence in America,,,,10.1007/978-3-319-33723-4_11,Thomas Gabor,2016,https://link.springer.com/chapter/10.1007/978-3-319-33723-4_11,Chapter
Playboy of the Western World and Old/New Interculturalisms,Migration and Performance in Contemporary Ireland,,,,10.1057/978-1-137-46973-1_2,Charlotte McIvor,2016,https://link.springer.com/chapter/10.1057/978-1-137-46973-1_2,Chapter
Wildlife Trafficking in a Globalized World: An Example of Motivations and Modus Operandi from a Norwegian Case Study,Problematic Wildlife,,,,10.1007/978-3-319-22246-2_25,Ragnhild Sollund,2016,https://link.springer.com/chapter/10.1007/978-3-319-22246-2_25,Chapter
Hermeneutics and Information Science: The Ongoing Journey From Simple Objective Interpretation to Understanding Data as a Form of Disclosure,Information Cultures in the Digital Age,,,,10.1007/978-3-658-14681-8_5,Matthew Kelly,2016,https://link.springer.com/chapter/10.1007/978-3-658-14681-8_5,Chapter
Problem Identification: Theoretical Concepts,Learning Strategies in Engineering Mathematics,,,,10.1007/978-3-658-17619-8_2,Birgit Griese,2017,https://link.springer.com/chapter/10.1007/978-3-658-17619-8_2,Chapter
The Changes in Jesus’s Plans: How Hybridity Reveals and Revels in a Developmental View of Jesus,Religious Language and Asian American Hybridity,,,,10.1057/978-1-137-58215-7_8,Julius-Kei Kato,2016,https://link.springer.com/chapter/10.1057/978-1-137-58215-7_8,Chapter
“Shows You Hate (But Watch Anyway)”: The Dark Side of Online Criticism,Digital Participatory Culture and the TV Audience,,,,10.1057/978-1-137-50000-7_5,Sandra M. Falero,2016,https://link.springer.com/chapter/10.1057/978-1-137-50000-7_5,Chapter
Mourning and the Uncanny Space,Mourning and Creativity in Proust,,,,10.1057/978-1-137-60073-8_3,Anna Magdalena Elsner,2017,https://link.springer.com/chapter/10.1057/978-1-137-60073-8_3,Chapter
Research Methodology and Approach,Regimes of Twentieth-Century Germany,,,,10.1057/9781137598042_6,Marc T. Voss,2016,https://link.springer.com/chapter/10.1057/9781137598042_6,Chapter
Driving Forces in Russia’s Strategic Thinking,Ukraine and Beyond,,,,10.1007/978-3-319-32530-9_5,Igor Sutyagin,2016,https://link.springer.com/chapter/10.1007/978-3-319-32530-9_5,Chapter
Cave Genres/Genre Caves: Reading the Subterranean Thriller,Popular Fiction and Spatiality,,,,10.1057/978-1-137-56902-8_2,Ralph CraneLisa Fletcher,2016,https://link.springer.com/chapter/10.1057/978-1-137-56902-8_2,Chapter
The European Union’s Development Policy: A Balancing Act between ‘A More Comprehensive Approach’ and Creeping Securitization,The Securitization of Foreign Aid,,,,10.1007/978-1-137-56882-3_7,Mark FurnessStefan Gänzle,2016,https://link.springer.com/chapter/10.1007/978-1-137-56882-3_7,Chapter
"The Changing Lattice of Languages, Borders, and Identities in Silesia","The Palgrave Handbook of Slavic Languages, Identities and Borders",,,,10.1007/978-1-137-34839-5_9,Tomasz Kamusella,2016,https://link.springer.com/chapter/10.1007/978-1-137-34839-5_9,Chapter
Legacy of Impunity: Sexual Violence against Armenian Women and Girls during the Genocide,The Armenian Genocide Legacy,,,,10.1007/978-1-137-56163-3_8,Najwa Nabti,2016,https://link.springer.com/chapter/10.1007/978-1-137-56163-3_8,Chapter
America’s Founding Economic Rights Today: Modern Government,The New Deal as a Triumph of Social Work: Frances Perkins and the Confluence of Early Twentieth Century Social Work with Mid-Twentieth Century Politics and Government,,,,10.1057/9781137527813_7,Stephen Paul Miller,2016,https://link.springer.com/chapter/10.1057/9781137527813_7,Chapter
Mary Barber’s Expedition Journal: An Experimental Space to Voice Social Concerns,Expeditions as Experiments,,,,10.1057/978-1-137-58106-8_6,Tanja Hammel,2016,https://link.springer.com/chapter/10.1057/978-1-137-58106-8_6,Chapter
Managing the Shopping Cart,Make an E-commerce Site in a Weekend,,,,10.1007/978-1-4842-1672-9_4,Bintu Harwani,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1672-9_4,Chapter
Our Diverse History: Toward More Inclusive History and Communities,The Past and Future City,,,,10.5822/978-1-61091-709-4_6,Stephanie MeeksKevin C. Murphy,2016,https://link.springer.com/chapter/10.5822/978-1-61091-709-4_6,Chapter
The Concepts of Transparency and Openness in European Food Law,International Food Law and Policy,,,,10.1007/978-3-319-07542-6_25,Nicola Conte-SalinasRochus Wallau,2016,https://link.springer.com/chapter/10.1007/978-3-319-07542-6_25,Chapter
Writing Code for Scientific Software,Applied Computer Science for GGOS Observatories,,,,10.1007/978-3-319-40139-3_2,Alexander N. J. Neidhardt,2017,https://link.springer.com/chapter/10.1007/978-3-319-40139-3_2,Chapter
Some Important Functions,Web Programming with PHP and MySQL,,,,10.1007/978-3-319-22659-0_5,Max Bramer,2015,https://link.springer.com/chapter/10.1007/978-3-319-22659-0_5,Chapter
Using SQLite with Android/Java,Introducing SQLite for Mobile Developers,,,,10.1007/978-1-4842-1766-5_7,Jesse Feiler,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1766-5_7,Chapter
Appendices,Web Programming with PHP and MySQL,,,,10.1007/978-3-319-22659-0_19,Max Bramer,2015,https://link.springer.com/chapter/10.1007/978-3-319-22659-0_19,Chapter
"The Greek functions: gamma, psi, and zeta",The Mathematical-Function Computation Handbook,,,,10.1007/978-3-319-64110-2_18,Nelson H. F. Beebe,2017,https://link.springer.com/chapter/10.1007/978-3-319-64110-2_18,Chapter
Introduction,Barrio Nerds,,,,10.1007/978-94-6300-767-2_1,Juan F. Carrillo,2016,https://link.springer.com/chapter/10.1007/978-94-6300-767-2_1,Chapter
A LAMP of Your Own,Learn Raspberry Pi 2 with Linux and Windows 10,,,,10.1007/978-1-4842-1162-5_8,Peter MembreyDavid Hows,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1162-5_8,Chapter
Self-Awareness,Instinctive Computing,,,,10.1007/978-1-4471-7278-9_13,Yang Cai,2016,https://link.springer.com/chapter/10.1007/978-1-4471-7278-9_13,Chapter
Islamic Civilization,"A History of Orthodox, Islamic, and Western Christian Political Values",,,,10.1007/978-3-319-32567-5_3,Dennis J. Dunn,2016,https://link.springer.com/chapter/10.1007/978-3-319-32567-5_3,Chapter
Alienation and a Challenge to Authority in Childbirth,Understanding Doulas and Childbirth,,,,10.1057/978-1-137-48536-6_3,Cheryl A. HunterAbby Hurst,2016,https://link.springer.com/chapter/10.1057/978-1-137-48536-6_3,Chapter
Running the Gauntlet of Humiliation: Disablement in/as Trauma,Post-Traumatic Public Theology,,,,10.1007/978-3-319-40660-2_4,Sharon V. Betcher,2016,https://link.springer.com/chapter/10.1007/978-3-319-40660-2_4,Chapter
From Legacy Regional Language Materials to Public Engagement: The Interactive Online Dialect Atlas of Newfoundland and Labrador,Creating and Digitizing Language Corpora,,,,10.1057/978-1-137-38645-8_4,Sandra Clarke,2016,https://link.springer.com/chapter/10.1057/978-1-137-38645-8_4,Chapter
Hamaca paraguaya (2006): The Campesino and Circular Time,Film and Democracy in Paraguay,,,,10.1007/978-3-319-44814-5_2,Eva Karene Romero,2016,https://link.springer.com/chapter/10.1007/978-3-319-44814-5_2,Chapter
Natural Ultraviolet Radiation,Natural UV Radiation in Enhancing Survival Value and Quality of Plants,,,,10.1007/978-81-322-2767-0_1,Swati Sen Mandi,2016,https://link.springer.com/chapter/10.1007/978-81-322-2767-0_1,Chapter
404 Errors and Pages,Joomla! 3 SEO and Performance,,,,10.1007/978-1-4842-1124-3_11,Simon Kloostra,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1124-3_11,Chapter
The Geopolitics of Press Freedoms in the Israeli-Palestinian Context,Media and Political Contestation in the Contemporary Arab World,,,,10.1057/9781137539076_7,Amahl Bishara,2016,https://link.springer.com/chapter/10.1057/9781137539076_7,Chapter
From HDP to IHDP: Evolution of the International Human Dimensions of Global Environmental Change Programme (1996–2014),Handbook on Sustainability Transition and Sustainable Peace,,,,10.1007/978-3-319-43884-9_15,Eckart Ehlers,2016,https://link.springer.com/chapter/10.1007/978-3-319-43884-9_15,Chapter
"14/1914: Jean Echenoz’s Great War, Meta-Discourse and the English Reception",Languages and the First World War: Representation and Memory,,,,10.1057/9781137550361_10,Kris Peeters,2016,https://link.springer.com/chapter/10.1057/9781137550361_10,Chapter
The Causes of the French and Indian War and the Origins of the “Braddock Plan”: Rival Colonies and Their Claims to the Disputed Ohio,"Atlantic Politics, Military Strategy and the French and Indian War",,,,10.1007/978-3-319-30665-0_2,Richard Hall,2016,https://link.springer.com/chapter/10.1007/978-3-319-30665-0_2,Chapter
Common JavaScript Utility Functions,Beyond jQuery,,,,10.1007/978-1-4842-2235-5_12,Ray Nicholus,2016,https://link.springer.com/chapter/10.1007/978-1-4842-2235-5_12,Chapter
Climate Oscillations in Space and Time,The Exo-Weather Report,,,,10.1007/978-3-319-25679-5_2,David S. Stevenson,2016,https://link.springer.com/chapter/10.1007/978-3-319-25679-5_2,Chapter
History of Associations and Volunteering,"The Palgrave Handbook of Volunteering, Civic Participation, and Nonprofit Associations",,,,10.1007/978-1-137-26317-9_2,Bernard HarrisAndrew MorrisRichard S. AscoughGrace L. ChikotoPeter R. ElsonJohn McLoughlinMartti MuukkonenTereza PospíšilováKrishna RokaDavid H. SmithAndri Soteri-ProctorAnastasiya S. TumanovaPengjie YU,2016,https://link.springer.com/chapter/10.1007/978-1-137-26317-9_2,Chapter
Appendices,JavaScript Object Programming,,,,10.1007/978-1-4842-1787-0_10,Martin Rinehart,2015,https://link.springer.com/chapter/10.1007/978-1-4842-1787-0_10,Chapter
Does Size Matter? – The Example of the “Excellence Initiative” and its Impact on Smaller Universities in Germany,Diversity and Excellence in Higher Education,,,,10.1007/978-94-6300-172-4_2,Christiane Gaehtgens,2015,https://link.springer.com/chapter/10.1007/978-94-6300-172-4_2,Chapter
Virtual Engineering Objects: Effective Way of Knowledge Representation and Decision Making,New Trends in Intelligent Information and Database Systems,,,,10.1007/978-3-319-16211-9_27,Syed Imran ShafiqCesar SaninEdward SzczerbickiCarlos Toro,2015,https://link.springer.com/chapter/10.1007/978-3-319-16211-9_27,Conference paper
The Ukraine Crisis: Implications for Poland’s Security,Poland's Security Policy,,,,10.1057/978-1-137-59500-3_5,Justyna Zając,2016,https://link.springer.com/chapter/10.1057/978-1-137-59500-3_5,Chapter
